"","GK1","GK2","DEF1","DEF2","DEF3","DEF4","DEF5","MID1","MID2","MID3","MID4","MID5","FWD1","FWD2","FWD3","Points","Cost","OK"
"Player458","Schmeichel","Guaita","Robertson","Evans","van Dijk","Pereira","Coady","Ward-Prowse","Aubameyang","Rice","Jorginho","Xhaka","Calvert-Lewin","Jiménez","Martial",2133,98.5,TRUE
"Player174","Ryan","Lloris","Walker","Robertson","van Aanholt","Diop","van Dijk","Ward-Prowse","Snodgrass","Wijnaldum","Pérez","De Bruyne","Abraham","Martial","Ings",2133,100,TRUE
"Player31","Pickford","Pope","Pereira","Lindelöf","Taylor","Tarkowski","Dunk","Mahrez","Wijnaldum","Sterling","Maddison","Lundstram","Richarlison","Ayew","Martial",2133,97.5,TRUE
"Player716","Pickford","Henderson","Alexander-Arnold","Basham","van Aanholt","Walker","Tarkowski","Norwood","Wijnaldum","Snodgrass","De Bruyne","Salah","Richarlison","Ayew","Mousset",2133,100,TRUE
"Player10","McCarthy","Ryan","Digne","Chilwell","van Dijk","Stevens","Robertson","Lundstram","El Ghazi","Jorginho","Shelvey","Mahrez","Kane","Jiménez","Ings",2133,97.5,TRUE
"Player577","Ryan","Dubravka","Dunk","Aké","Burn","Fredericks","Tarkowski","Noble","Salah","Barnes","Rice","Rashford","Martial","Jiménez","Ings",2133,99,TRUE
"Player433","Alisson","Ryan","Alexander-Arnold","Doherty","Bardsley","Evans","Egan","Højbjerg","Trézéguet","Rice","Rashford","Greenwood","Jiménez","Ings","Vardy",2133,98.5,TRUE
"Player498","Henderson","Ryan","Doherty","Chilwell","Fredericks","van Dijk","Robertson","Mahrez","McNeil","James","Rodrigo","De Bruyne","Maupay","Haller","Firmino",2133,100,TRUE
"Player892","Henderson","Guaita","Alonso","Robertson","Gomez","van Dijk","Dunk","Ndidi","Lundstram","Pröpper","Shelvey","Aubameyang","Ings","Maupay","Vardy",2133,98.5,TRUE
"Player38","Guaita","Pope","Stevens","Alexander-Arnold","Aké","Fernández","Maguire","Douglas Luiz","De Bruyne","El Ghazi","Barnes","Norwood","Jesus","Jiménez","Richarlison",2133,100,TRUE
"Player911","Pope","Guaita","Azpilicueta","Boly","Mings","Dunk","Baldock","Salah","Moutinho","Barnes","Son","Douglas Luiz","Richarlison","Martial","Wood",2133,99.5,TRUE
"Player550","Henderson","Ryan","Taylor","van Dijk","Targett","Robertson","Pereira","Shelvey","Lundstram","Harry Wilson","De Bruyne","Douglas Luiz","Richarlison","Martial","Jesus",2133,98,TRUE
"Player730","Pope","Ryan","Digne","Doherty","Alexander-Arnold","Maguire","Mee","Norwood","Almirón","McArthur","Sterling","Mahrez","Richarlison","Haller","Abraham",2133,98.5,TRUE
"Player681","Pope","Ryan","Coady","Lindelöf","Digne","Dunk","Tarkowski","Grealish","El Ghazi","De Bruyne","Fornals","Shelvey","Lacazette","Martial","Jiménez",2133,99,TRUE
"Player650","Ederson","Fabianski","O'Connell","Egan","Maguire","Doherty","Tarkowski","McNeil","Westwood","Mahrez","Henderson","Grealish","Jiménez","Firmino","Vardy",2133,98.5,TRUE
"Player408","de Gea","Henderson","Digne","Egan","Tarkowski","Dunk","van Dijk","Kouyaté","Wijnaldum","McGinn","Jota","Aubameyang","Martial","Maupay","Vardy",2132,99,TRUE
"Player237","Patrício","de Gea","Doherty","Saïss","Alexander-Arnold","Robertson","Taylor","McNeil","Mount","Saint-Maximin","Trossard","Tielemans","Vardy","Firmino","Abraham",2132,99,TRUE
"Player529","Henderson","Dubravka","Azpilicueta","Söyüncü","O'Connell","Alexander-Arnold","Dunk","Moutinho","Hayden","Redmond","Noble","Salah","Ings","Richarlison","Wood",2132,96.5,TRUE
"Player273","Ryan","Henderson","Chilwell","Bardsley","Evans","David Luiz","Coady","Rice","De Bruyne","Douglas Luiz","Lundstram","Aubameyang","Ings","Haller","Vardy",2132,100,TRUE
"Player382","Pope","Schmeichel","Digne","Lindelöf","Basham","Baldock","Bednarek","Lundstram","De Bruyne","Zaha","Chamberlain","Sigurdsson","Jiménez","Vardy","Maupay",2132,99.5,TRUE
"Player535","Ederson","Henderson","Robertson","Alderweireld","Aurier","Doherty","Lindelöf","Ritchie","Moutinho","De Bruyne","Maddison","Rice","Vardy","Richarlison","Antonio",2132,99,TRUE
"Player859","Patrício","Dubravka","Stephens","Robertson","Coady","van Aanholt","Alexander-Arnold","Lundstram","Armstrong","De Bruyne","Jorginho","Rice","Kane","Ayew","Abraham",2132,97,TRUE
"Player946","Patrício","Guaita","Alexander-Arnold","Doherty","Coady","Azpilicueta","Ogbonna","Son","Lucas Moura","Grealish","Ndidi","Lundstram","Martial","Abraham","Wood",2132,96.5,TRUE
"Player62","Schmeichel","Henderson","Ward","Webster","Alexander-Arnold","Doherty","Tarkowski","Sigurdsson","Henderson","De Bruyne","Shelvey","McGinn","Ings","Wood","Jesus",2132,98.5,TRUE
"Player769","Guaita","Dubravka","Azpilicueta","Alexander-Arnold","van Dijk","Doherty","Otamendi","Ward-Prowse","Chamberlain","Mahrez","Traoré","Armstrong","Vardy","Calvert-Lewin","Abraham",2132,98.5,TRUE
"Player226","Pope","Henderson","Azpilicueta","Alexander-Arnold","Dunk","Fernández","van Dijk","Bernardo Silva","Grealish","Mahrez","Shelvey","Fleck","Joelinton","Ings","Ayew",2132,96,TRUE
"Player944","Schmeichel","de Gea","Dunk","van Dijk","Alexander-Arnold","Egan","Alderweireld","Noble","Douglas Luiz","Son","Westwood","Pépé","Abraham","Wood","Vardy",2132,97,TRUE
"Player977","Pope","Henderson","van Aanholt","Azpilicueta","Alexander-Arnold","Bardsley","van Dijk","Noble","Shelvey","Rashford","Ritchie","Mooy","Martial","Vardy","Jesus",2132,99.5,TRUE
"Player495","Henderson","Pope","Söyüncü","Evans","Aké","Baldock","Tarkowski","Fleck","Almirón","Lundstram","Ritchie","De Bruyne","Richarlison","Jesus","Martial",2132,99,TRUE
"Player706","Pope","Dubravka","Robertson","van Dijk","Basham","Mee","Alexander-Arnold","Westwood","Sigurdsson","Tielemans","Ward-Prowse","Bernardo Silva","Vardy","Calvert-Lewin","Lacazette",2132,99.5,TRUE
"Player750","Pope","Schmeichel","van Dijk","Robertson","Azpilicueta","Burn","Mina","Pulisic","Lundstram","Barnes","Westwood","Fornals","Jiménez","Jesus","Ings",2132,100,TRUE
"Player95","Henderson","Schmeichel","Aké","Alexander-Arnold","Mee","Doherty","O'Connell","Rice","Fernandes","Noble","Pröpper","Traoré","Martial","Jiménez","Vardy",2132,99.5,TRUE
"Player599","Leno","Ederson","Alexander-Arnold","Diop","Doherty","Cresswell","Robertson","Rice","Zaha","Traoré","Mount","Lundstram","Martial","Calvert-Lewin","Vardy",2132,98,TRUE
"Player784","Guaita","Henderson","Cresswell","Alexander-Arnold","Aurier","Bednarek","Burn","Trossard","De Bruyne","Fleck","Kouyaté","Mahrez","Vardy","Jiménez","Ayew",2132,99,TRUE
"Player411","Alisson","Schmeichel","Digne","Doherty","Basham","Alderweireld","Alexander-Arnold","El Ghazi","Alli","Henderson","Ward-Prowse","Rodrigo","Jiménez","Vardy","Ings",2132,99.5,TRUE
"Player939","Schmeichel","Henderson","van Dijk","Lindelöf","Otamendi","Cresswell","Coady","De Bruyne","Lundstram","Barnes","Rice","Son","Ings","Antonio","Ayew",2132,96.5,TRUE
"Player968","Henderson","Pope","Gomez","van Dijk","Maguire","O'Connell","Doherty","Rashford","Shelvey","Trossard","Moutinho","De Bruyne","McBurnie","Mousset","Vardy",2132,99.5,TRUE
"Player258","Ryan","Ederson","Mings","Fernández","Alonso","Alexander-Arnold","Coady","Ward-Prowse","Lundstram","Rashford","Ndidi","Salah","Ings","Abraham","Wood",2131,99.5,TRUE
"Player33","Pickford","Ryan","Otamendi","Robertson","van Dijk","Egan","Chilwell","Ndidi","Mané","Snodgrass","Greenwood","Lundstram","Martial","Abraham","Ings",2131,99.5,TRUE
"Player917","Ryan","Pope","Stephens","Robertson","Jonny","Tarkowski","Alexander-Arnold","Xhaka","Neves","Kouyaté","De Bruyne","Rodrigo","Antonio","Vardy","Richarlison",2131,98,TRUE
"Player612","Guaita","Pope","Walker","Robertson","Baldock","van Dijk","Maguire","Maddison","Henderson","Traoré","Moutinho","Milivojevic","Antonio","Martial","Vardy",2131,97,TRUE
"Player895","McCarthy","Pope","Dunk","Alexander-Arnold","Bardsley","Boly","Doherty","Rice","Rodrigo","De Bruyne","Tielemans","Fabinho","Vardy","Jiménez","Maupay",2131,97.5,TRUE
"Player897","Alisson","Dubravka","Wan-Bissaka","Doherty","Pieters","Chilwell","van Dijk","McNeil","Wijnaldum","Snodgrass","Moutinho","Sterling","Vardy","Jiménez","Richarlison",2131,100,TRUE
"Player364","Pope","Leno","Walker","Wan-Bissaka","Söyüncü","Dunk","Tarkowski","Wijnaldum","Shelvey","Mané","Rodrigo","Ward-Prowse","Ings","Vardy","Richarlison",2131,99,TRUE
"Player610","Pope","Schmeichel","Egan","Lindelöf","Dunk","Maguire","Chilwell","Norwood","Redmond","Ward-Prowse","Douglas Luiz","De Bruyne","Martial","Vardy","Lacazette",2131,98.5,TRUE
"Player486","Pope","Lloris","van Dijk","Robertson","Targett","Söyüncü","Saïss","McNeil","Ward-Prowse","Salah","Jota","Rice","Martial","Richarlison","Abraham",2131,99.5,TRUE
"Player234","Leno","Dubravka","Dunk","Robertson","Evans","Baldock","Chilwell","Shelvey","Pérez","Zaha","Mané","Lundstram","Calvert-Lewin","Wood","Martial",2131,97.5,TRUE
"Player596","Dubravka","Pope","Bardsley","Robertson","Maguire","van Dijk","van Aanholt","Moutinho","Son","Dendoncker","Barnes","Douglas Luiz","Wood","Vardy","Ings",2131,96,TRUE
"Player399","Ryan","Patrício","Alexander-Arnold","Stevens","Söyüncü","Alderweireld","Baldock","Hayden","Mount","Pérez","Ritchie","Mané","Ings","Rodriguez","Martial",2131,98.5,TRUE
"Player841","Guaita","Ryan","Evans","Tarkowski","Webster","Doherty","Stevens","Sterling","Højbjerg","Alli","Pérez","Son","Martial","Ayew","Richarlison",2131,99.5,TRUE
"Player148","Henderson","Schmeichel","Tarkowski","Saïss","van Aanholt","Stephens","Mee","Rashford","Moutinho","Mané","McNeil","Ritchie","Jiménez","Richarlison","Ings",2131,100,TRUE
"Player842","Patrício","Lloris","Lindelöf","Robertson","Tarkowski","Diop","Alexander-Arnold","De Bruyne","Westwood","Mooy","Greenwood","Wijnaldum","Ayew","Ings","Richarlison",2131,98,TRUE
"Player791","Henderson","Pickford","Mings","Chilwell","Pieters","Aurier","Tarkowski","Kouyaté","Son","Norwood","De Bruyne","Lundstram","Richarlison","Martial","Jiménez",2131,98,TRUE
"Player150","Pope","de Gea","van Dijk","Lascelles","Alexander-Arnold","Walker","Azpilicueta","Pérez","Ritchie","Zaha","Salah","Dendoncker","Jiménez","Ayew","Maupay",2131,98,TRUE
"Player288","Ryan","Guaita","Basham","van Dijk","Dunk","Baldock","Aké","Wijnaldum","Armstrong","Groß","Rashford","Sterling","Jiménez","Martial","Abraham",2131,100,TRUE
"Player573","Pope","Henderson","van Dijk","Mee","Robertson","Wan-Bissaka","Bednarek","Noble","Aubameyang","Rodrigo","Mount","Tielemans","Abraham","Vardy","Haller",2131,99.5,TRUE
"Player371","Guaita","Alisson","Saïss","Aurier","van Dijk","Stevens","Baldock","Alli","Henderson","De Bruyne","Shelvey","Mount","Maupay","Jiménez","Ayew",2131,97.5,TRUE
"Player758","McCarthy","de Gea","Bednarek","Dunk","Robertson","van Dijk","Doherty","Mahrez","Mount","Trézéguet","Moutinho","McNeil","Kane","Ayew","Vardy",2131,98,TRUE
"Player245","Henderson","Schmeichel","Azpilicueta","Stevens","Dunk","Ogbonna","Tarkowski","Noble","McNeil","Ritchie","De Bruyne","Fornals","Ings","Wood","Vardy",2130,97,TRUE
"Player272","Pope","Alisson","Aurier","Evans","Webster","Alexander-Arnold","Tarkowski","Tielemans","Jorginho","Jota","De Bruyne","Grealish","Abraham","Martial","Joelinton",2130,99,TRUE
"Player739","Ryan","de Gea","Stevens","Pieters","Alonso","Alexander-Arnold","Bardsley","Henderson","Grealish","Pérez","Rashford","Alli","Ings","Jiménez","Richarlison",2130,99.5,TRUE
"Player346","Dubravka","Ederson","Pereira","Dunk","Ward","Alexander-Arnold","Fernández","De Bruyne","Wijnaldum","Rice","Mooy","Rashford","Jiménez","Haller","Ings",2130,99,TRUE
"Player444","Ryan","Dubravka","van Dijk","Mina","Ogbonna","Robertson","Azpilicueta","De Bruyne","Noble","Henderson","Pröpper","Lundstram","Vardy","Ings","Haller",2130,97,TRUE
"Player649","Leno","Schmeichel","Azpilicueta","Alexander-Arnold","Fernández","Maguire","van Dijk","Fleck","Tielemans","Ritchie","Trézéguet","Salah","Ings","Jiménez","Haller",2130,99.5,TRUE
"Player326","de Gea","Alisson","O'Connell","Alexander-Arnold","Stevens","Baldock","Alonso","Grealish","Barnes","McNeil","Jorginho","Son","Abraham","Vardy","Maupay",2130,99,TRUE
"Player669","Leno","Patrício","Pereira","Otamendi","Alexander-Arnold","Tarkowski","van Dijk","Rashford","Noble","El Ghazi","Shelvey","McGinn","Martial","Richarlison","Ings",2130,98,TRUE
"Player239","Henderson","Ryan","Diop","Egan","Dunk","Pereira","Doherty","Son","De Bruyne","Lundstram","Henderson","Hourihane","Ings","Wood","Antonio",2130,95.5,TRUE
"Player658","Patrício","Pickford","Pereira","Robertson","Alexander-Arnold","Mings","O'Connell","Ward-Prowse","Mount","Lundstram","Rashford","Chamberlain","Maupay","Richarlison","Ings",2130,98.5,TRUE
"Player789","Pickford","Pope","Taylor","Alexander-Arnold","van Dijk","Aurier","Pereira","De Bruyne","McTominay","Harry Wilson","Jorginho","Son","Antonio","Vardy","Calvert-Lewin",2130,100,TRUE
"Player293","Dubravka","Leno","Keane","Baldock","Aurier","Pereira","Stevens","Fleck","Redmond","Son","De Bruyne","Dendoncker","Ings","Martial","Calvert-Lewin",2130,100,TRUE
"Player350","Pope","Schmeichel","Basham","Lindelöf","Wan-Bissaka","Söyüncü","Jonny","Mahrez","Harry Wilson","Moutinho","Hayden","De Bruyne","Ings","Vardy","Mousset",2130,98,TRUE
"Player280","Pope","de Gea","Jonny","Fernández","Aurier","Egan","Alonso","De Bruyne","Son","Barnes","Trossard","Henderson","Abraham","Antonio","Ings",2130,99.5,TRUE
"Player64","Leno","de Gea","Chilwell","Walker","Alexander-Arnold","Tarkowski","van Dijk","McArthur","McGinn","Lundstram","Henderson","Aubameyang","Ayew","Vardy","Maupay",2130,98,TRUE
"Player912","Schmeichel","Pope","Robertson","Burn","Chilwell","van Dijk","Wan-Bissaka","De Bruyne","Groß","Zaha","Kouyaté","Armstrong","Kane","Ings","Ayew",2130,100,TRUE
"Player824","Guaita","Leno","Alonso","Doherty","Aurier","Stevens","van Dijk","Son","Mahrez","Jorginho","Neves","Noble","Firmino","Richarlison","Vardy",2130,100,TRUE
"Player473","Henderson","Pope","Alexander-Arnold","Aurier","Baldock","Coady","Alonso","De Bruyne","Jorginho","Rice","Saint-Maximin","Maddison","Vardy","Maupay","Rodriguez",2130,97,TRUE
"Player449","Guaita","Patrício","Alexander-Arnold","Digne","Egan","Tarkowski","Diop","El Ghazi","Redmond","Mahrez","De Bruyne","Dendoncker","Haller","Jiménez","Wood",2130,98,TRUE
"Player295","Schmeichel","Pope","Basham","Stevens","Stephens","Egan","Maguire","Grealish","Almirón","Trézéguet","De Bruyne","McNeil","Wood","Ayew","Martial",2130,94.5,TRUE
"Player976","Ryan","Pickford","O'Connell","van Dijk","Diop","Lindelöf","Alexander-Arnold","De Bruyne","McArthur","Sigurdsson","Westwood","Grealish","Ings","Abraham","Maupay",2130,97,TRUE
"Player983","Pope","Patrício","Söyüncü","Lindelöf","van Dijk","Robertson","Boly","McGinn","James","Lundstram","De Bruyne","Moutinho","McBurnie","Vardy","Ayew",2130,97,TRUE
"Player554","Ryan","Pope","Gomez","Digne","Alexander-Arnold","Aké","Baldock","Salah","Zaha","Almirón","McArthur","Westwood","Martial","Antonio","Ings",2130,100,TRUE
"Player677","Henderson","Leno","Wan-Bissaka","van Aanholt","Aurier","Doherty","Maguire","Bernardo Silva","Traoré","Norwood","Barnes","Pulisic","Jiménez","Ings","Vardy",2130,100,TRUE
"Player844","Pickford","Pope","Mings","Stevens","Tarkowski","Alexander-Arnold","Mee","Norwood","El Ghazi","Jota","Barnes","Tielemans","Vardy","Jiménez","Ings",2130,97,TRUE
"Player298","Pope","Pickford","Keane","van Dijk","Cresswell","Tarkowski","Azpilicueta","Traoré","Mané","Pérez","Mahrez","Norwood","Ings","Joelinton","Jiménez",2130,100,TRUE
"Player194","Patrício","Schmeichel","Mee","Saïss","Doherty","Robertson","Azpilicueta","Lundstram","Maddison","De Bruyne","Snodgrass","McArthur","Ings","Adams","Firmino",2130,99.5,TRUE
"Player315","Patrício","Ryan","Digne","van Dijk","Bednarek","Alderweireld","Alexander-Arnold","Traoré","De Bruyne","Westwood","Hayden","Noble","Martial","Antonio","Richarlison",2130,97,TRUE
"Player4","Ryan","Guaita","Baldock","Coady","Azpilicueta","Pieters","Doherty","Sigurdsson","Lundstram","De Bruyne","Mahrez","Trézéguet","Ayew","Maupay","Ings",2130,95.5,TRUE
"Player247","Dubravka","Guaita","Stevens","Robertson","Coady","David Luiz","Egan","Son","Armstrong","Ritchie","Xhaka","Sterling","Martial","Richarlison","Ings",2129,100,TRUE
"Player557","Patrício","Henderson","van Dijk","Alexander-Arnold","Tarkowski","Keane","Stevens","James","Sigurdsson","Son","Ritchie","Groß","Wood","Ings","Vardy",2129,99.5,TRUE
"Player113","Dubravka","Guaita","Wan-Bissaka","Doherty","Alexander-Arnold","Lascelles","Mee","McNeil","Mané","Trossard","Mount","Redmond","Jiménez","Richarlison","Antonio",2129,99,TRUE
"Player575","Patrício","Pope","Robertson","Pereira","Alexander-Arnold","Lindelöf","Fredericks","Sterling","Jorginho","Lundstram","Rodrigo","Alli","Ings","Abraham","Haller",2129,99,TRUE
"Player667","Pope","Guaita","Baldock","Dunk","Keane","Bertrand","Alexander-Arnold","Trézéguet","Mané","McArthur","Son","Pérez","Wood","Ayew","Martial",2129,98.5,TRUE
"Player948","de Gea","Guaita","van Dijk","Fredericks","Fernández","Azpilicueta","Basham","Lundstram","De Bruyne","McArthur","Armstrong","Barnes","Ayew","Ings","Jiménez",2129,95.5,TRUE
"Player57","Arrizabalaga","Dubravka","O'Connell","Robertson","Lindelöf","Söyüncü","Doherty","Trossard","McNeil","Westwood","De Bruyne","Pulisic","Abraham","Jiménez","Maupay",2129,98.5,TRUE
"Player585","Schmeichel","Pickford","Wan-Bissaka","Stevens","Baldock","Azpilicueta","Chilwell","Moutinho","De Bruyne","Saint-Maximin","Henderson","Trossard","Martial","Jiménez","Maupay",2129,96.5,TRUE
"Player182","Henderson","Dubravka","Pereira","O'Connell","Boly","Fernández","Coady","Westwood","Sterling","Barnes","Rashford","Ward-Prowse","Jiménez","Ayew","Martial",2129,100,TRUE
"Player488","Ryan","Henderson","Jonny","Stevens","Baldock","Diop","Robertson","Salah","Mané","Norwood","Maddison","Kouyaté","Ayew","Richarlison","Antonio",2129,99.5,TRUE
"Player342","Leno","Dubravka","Keane","Egan","Maguire","Baldock","Dunk","Noble","De Bruyne","Armstrong","El Ghazi","Salah","Jesus","Ings","Ayew",2129,100,TRUE
"Player756","Patrício","Arrizabalaga","Stevens","Stephens","Robertson","Alexander-Arnold","Saïss","Mooy","Lundstram","Westwood","Mahrez","Barnes","Vardy","Antonio","Jiménez",2129,97,TRUE
"Player227","Patrício","Guaita","Mee","Azpilicueta","Saïss","van Dijk","Aurier","Snodgrass","Grealish","Son","Rice","Saint-Maximin","Martial","Ings","Jiménez",2129,97,TRUE
"Player41","Guaita","Pope","Ogbonna","Robertson","van Dijk","David Luiz","Pereira","De Bruyne","Ward-Prowse","Henderson","Noble","McArthur","Maupay","Abraham","Martial",2129,97,TRUE
"Player625","Guaita","McCarthy","Tarkowski","Alexander-Arnold","Webster","Wan-Bissaka","Taylor","Lundstram","Mount","James","Saint-Maximin","Mané","Jiménez","Firmino","Ings",2129,100,TRUE
"Player943","Pickford","Henderson","Egan","O'Connell","Doherty","Tarkowski","Robertson","Norwood","Ward-Prowse","Pröpper","De Bruyne","Traoré","Richarlison","Martial","Joelinton",2129,96,TRUE
"Player442","Pope","Henderson","Egan","Söyüncü","Aurier","Targett","Robertson","Westwood","Maddison","Fleck","Son","Grealish","Martial","Jesus","Abraham",2129,99,TRUE
"Player136","Pickford","Patrício","Walker","Tarkowski","Ward","Targett","Alexander-Arnold","Noble","Greenwood","De Bruyne","Mahrez","Shelvey","Martial","Richarlison","Maupay",2129,100,TRUE
"Player457","Pickford","Alisson","Aurier","Alderweireld","Maguire","Dunk","Chilwell","Pérez","Mané","Westwood","Son","Lundstram","Maupay","Ings","Jiménez",2129,100,TRUE
"Player964","Patrício","Dubravka","Taylor","Egan","Coady","Basham","van Dijk","Sterling","Lundstram","Pröpper","Greenwood","Jota","Richarlison","Martial","Ings",2129,98,TRUE
